image,label
data/testdata/test1/imgs/16/im16-12.png,data/testdata/test1/masks/16/im16-12.png
data/testdata/test1/imgs/16/im16-120.png,data/testdata/test1/masks/16/im16-120.png
data/testdata/test1/imgs/16/im16-121.png,data/testdata/test1/masks/16/im16-121.png
data/testdata/test1/imgs/16/im16-122.png,data/testdata/test1/masks/16/im16-122.png
data/testdata/test1/imgs/16/im16-123.png,data/testdata/test1/masks/16/im16-123.png
data/testdata/test1/imgs/16/im16-124.png,data/testdata/test1/masks/16/im16-124.png
data/testdata/test1/imgs/16/im16-125.png,data/testdata/test1/masks/16/im16-125.png
data/testdata/test1/imgs/16/im16-126.png,data/testdata/test1/masks/16/im16-126.png
data/testdata/test1/imgs/16/im16-127.png,data/testdata/test1/masks/16/im16-127.png
data/testdata/test1/imgs/16/im16-128.png,data/testdata/test1/masks/16/im16-128.png
data/testdata/test1/imgs/16/im16-129.png,data/testdata/test1/masks/16/im16-129.png
data/testdata/test1/imgs/16/im16-13.png,data/testdata/test1/masks/16/im16-13.png
data/testdata/test1/imgs/16/im16-130.png,data/testdata/test1/masks/16/im16-130.png
data/testdata/test1/imgs/16/im16-131.png,data/testdata/test1/masks/16/im16-131.png
data/testdata/test1/imgs/16/im16-132.png,data/testdata/test1/masks/16/im16-132.png
data/testdata/test1/imgs/16/im16-133.png,data/testdata/test1/masks/16/im16-133.png
data/testdata/test1/imgs/16/im16-134.png,data/testdata/test1/masks/16/im16-134.png
data/testdata/test1/imgs/16/im16-135.png,data/testdata/test1/masks/16/im16-135.png
data/testdata/test1/imgs/16/im16-136.png,data/testdata/test1/masks/16/im16-136.png
data/testdata/test1/imgs/16/im16-137.png,data/testdata/test1/masks/16/im16-137.png
data/testdata/test1/imgs/16/im16-138.png,data/testdata/test1/masks/16/im16-138.png
data/testdata/test1/imgs/16/im16-139.png,data/testdata/test1/masks/16/im16-139.png
data/testdata/test1/imgs/16/im16-14.png,data/testdata/test1/masks/16/im16-14.png
data/testdata/test1/imgs/16/im16-140.png,data/testdata/test1/masks/16/im16-140.png
data/testdata/test1/imgs/16/im16-141.png,data/testdata/test1/masks/16/im16-141.png
data/testdata/test1/imgs/16/im16-142.png,data/testdata/test1/masks/16/im16-142.png
data/testdata/test1/imgs/16/im16-143.png,data/testdata/test1/masks/16/im16-143.png
data/testdata/test1/imgs/16/im16-144.png,data/testdata/test1/masks/16/im16-144.png
data/testdata/test1/imgs/16/im16-145.png,data/testdata/test1/masks/16/im16-145.png
data/testdata/test1/imgs/16/im16-146.png,data/testdata/test1/masks/16/im16-146.png
data/testdata/test1/imgs/16/im16-147.png,data/testdata/test1/masks/16/im16-147.png
data/testdata/test1/imgs/16/im16-148.png,data/testdata/test1/masks/16/im16-148.png
data/testdata/test1/imgs/16/im16-149.png,data/testdata/test1/masks/16/im16-149.png
data/testdata/test1/imgs/16/im16-15.png,data/testdata/test1/masks/16/im16-15.png
data/testdata/test1/imgs/16/im16-150.png,data/testdata/test1/masks/16/im16-150.png
data/testdata/test1/imgs/16/im16-151.png,data/testdata/test1/masks/16/im16-151.png
data/testdata/test1/imgs/16/im16-152.png,data/testdata/test1/masks/16/im16-152.png
data/testdata/test1/imgs/16/im16-153.png,data/testdata/test1/masks/16/im16-153.png
data/testdata/test1/imgs/16/im16-154.png,data/testdata/test1/masks/16/im16-154.png
data/testdata/test1/imgs/16/im16-155.png,data/testdata/test1/masks/16/im16-155.png
data/testdata/test1/imgs/16/im16-156.png,data/testdata/test1/masks/16/im16-156.png
data/testdata/test1/imgs/16/im16-157.png,data/testdata/test1/masks/16/im16-157.png
data/testdata/test1/imgs/16/im16-158.png,data/testdata/test1/masks/16/im16-158.png
data/testdata/test1/imgs/16/im16-159.png,data/testdata/test1/masks/16/im16-159.png
data/testdata/test1/imgs/16/im16-16.png,data/testdata/test1/masks/16/im16-16.png
data/testdata/test1/imgs/16/im16-160.png,data/testdata/test1/masks/16/im16-160.png
data/testdata/test1/imgs/16/im16-161.png,data/testdata/test1/masks/16/im16-161.png
data/testdata/test1/imgs/16/im16-162.png,data/testdata/test1/masks/16/im16-162.png
data/testdata/test1/imgs/16/im16-163.png,data/testdata/test1/masks/16/im16-163.png
data/testdata/test1/imgs/16/im16-164.png,data/testdata/test1/masks/16/im16-164.png
data/testdata/test1/imgs/16/im16-165.png,data/testdata/test1/masks/16/im16-165.png
data/testdata/test1/imgs/16/im16-166.png,data/testdata/test1/masks/16/im16-166.png
data/testdata/test1/imgs/16/im16-167.png,data/testdata/test1/masks/16/im16-167.png
data/testdata/test1/imgs/16/im16-168.png,data/testdata/test1/masks/16/im16-168.png
data/testdata/test1/imgs/16/im16-169.png,data/testdata/test1/masks/16/im16-169.png
data/testdata/test1/imgs/16/im16-17.png,data/testdata/test1/masks/16/im16-17.png
data/testdata/test1/imgs/16/im16-170.png,data/testdata/test1/masks/16/im16-170.png
data/testdata/test1/imgs/16/im16-171.png,data/testdata/test1/masks/16/im16-171.png
data/testdata/test1/imgs/16/im16-172.png,data/testdata/test1/masks/16/im16-172.png
data/testdata/test1/imgs/16/im16-173.png,data/testdata/test1/masks/16/im16-173.png
data/testdata/test1/imgs/16/im16-174.png,data/testdata/test1/masks/16/im16-174.png
data/testdata/test1/imgs/16/im16-175.png,data/testdata/test1/masks/16/im16-175.png
data/testdata/test1/imgs/16/im16-176.png,data/testdata/test1/masks/16/im16-176.png
data/testdata/test1/imgs/16/im16-177.png,data/testdata/test1/masks/16/im16-177.png
data/testdata/test1/imgs/16/im16-178.png,data/testdata/test1/masks/16/im16-178.png
data/testdata/test1/imgs/16/im16-179.png,data/testdata/test1/masks/16/im16-179.png
data/testdata/test1/imgs/16/im16-18.png,data/testdata/test1/masks/16/im16-18.png
data/testdata/test1/imgs/16/im16-180.png,data/testdata/test1/masks/16/im16-180.png
data/testdata/test1/imgs/16/im16-181.png,data/testdata/test1/masks/16/im16-181.png
data/testdata/test1/imgs/16/im16-182.png,data/testdata/test1/masks/16/im16-182.png
data/testdata/test1/imgs/16/im16-183.png,data/testdata/test1/masks/16/im16-183.png
data/testdata/test1/imgs/16/im16-184.png,data/testdata/test1/masks/16/im16-184.png
data/testdata/test1/imgs/16/im16-185.png,data/testdata/test1/masks/16/im16-185.png
data/testdata/test1/imgs/16/im16-186.png,data/testdata/test1/masks/16/im16-186.png
data/testdata/test1/imgs/16/im16-187.png,data/testdata/test1/masks/16/im16-187.png
data/testdata/test1/imgs/16/im16-188.png,data/testdata/test1/masks/16/im16-188.png
data/testdata/test1/imgs/16/im16-189.png,data/testdata/test1/masks/16/im16-189.png
data/testdata/test1/imgs/16/im16-19.png,data/testdata/test1/masks/16/im16-19.png
data/testdata/test1/imgs/16/im16-190.png,data/testdata/test1/masks/16/im16-190.png
data/testdata/test1/imgs/16/im16-191.png,data/testdata/test1/masks/16/im16-191.png
data/testdata/test1/imgs/16/im16-192.png,data/testdata/test1/masks/16/im16-192.png
data/testdata/test1/imgs/16/im16-193.png,data/testdata/test1/masks/16/im16-193.png
data/testdata/test1/imgs/16/im16-194.png,data/testdata/test1/masks/16/im16-194.png
data/testdata/test1/imgs/16/im16-195.png,data/testdata/test1/masks/16/im16-195.png
data/testdata/test1/imgs/16/im16-196.png,data/testdata/test1/masks/16/im16-196.png
data/testdata/test1/imgs/16/im16-197.png,data/testdata/test1/masks/16/im16-197.png
data/testdata/test1/imgs/16/im16-198.png,data/testdata/test1/masks/16/im16-198.png
data/testdata/test1/imgs/16/im16-199.png,data/testdata/test1/masks/16/im16-199.png
data/testdata/test1/imgs/16/im16-2.png,data/testdata/test1/masks/16/im16-2.png
data/testdata/test1/imgs/16/im16-20.png,data/testdata/test1/masks/16/im16-20.png
data/testdata/test1/imgs/16/im16-200.png,data/testdata/test1/masks/16/im16-200.png
data/testdata/test1/imgs/16/im16-201.png,data/testdata/test1/masks/16/im16-201.png
data/testdata/test1/imgs/16/im16-202.png,data/testdata/test1/masks/16/im16-202.png
data/testdata/test1/imgs/16/im16-203.png,data/testdata/test1/masks/16/im16-203.png
data/testdata/test1/imgs/16/im16-204.png,data/testdata/test1/masks/16/im16-204.png
data/testdata/test1/imgs/16/im16-205.png,data/testdata/test1/masks/16/im16-205.png
data/testdata/test1/imgs/16/im16-206.png,data/testdata/test1/masks/16/im16-206.png
data/testdata/test1/imgs/16/im16-207.png,data/testdata/test1/masks/16/im16-207.png
data/testdata/test1/imgs/16/im16-208.png,data/testdata/test1/masks/16/im16-208.png
data/testdata/test1/imgs/16/im16-209.png,data/testdata/test1/masks/16/im16-209.png
data/testdata/test1/imgs/16/im16-21.png,data/testdata/test1/masks/16/im16-21.png
data/testdata/test1/imgs/16/im16-210.png,data/testdata/test1/masks/16/im16-210.png
data/testdata/test1/imgs/16/im16-211.png,data/testdata/test1/masks/16/im16-211.png
data/testdata/test1/imgs/16/im16-212.png,data/testdata/test1/masks/16/im16-212.png
data/testdata/test1/imgs/16/im16-213.png,data/testdata/test1/masks/16/im16-213.png
data/testdata/test1/imgs/16/im16-214.png,data/testdata/test1/masks/16/im16-214.png
data/testdata/test1/imgs/16/im16-215.png,data/testdata/test1/masks/16/im16-215.png
data/testdata/test1/imgs/16/im16-216.png,data/testdata/test1/masks/16/im16-216.png
data/testdata/test1/imgs/16/im16-217.png,data/testdata/test1/masks/16/im16-217.png
data/testdata/test1/imgs/16/im16-218.png,data/testdata/test1/masks/16/im16-218.png
data/testdata/test1/imgs/16/im16-219.png,data/testdata/test1/masks/16/im16-219.png
data/testdata/test1/imgs/16/im16-22.png,data/testdata/test1/masks/16/im16-22.png
data/testdata/test1/imgs/16/im16-220.png,data/testdata/test1/masks/16/im16-220.png
data/testdata/test1/imgs/16/im16-221.png,data/testdata/test1/masks/16/im16-221.png
data/testdata/test1/imgs/16/im16-222.png,data/testdata/test1/masks/16/im16-222.png
data/testdata/test1/imgs/16/im16-223.png,data/testdata/test1/masks/16/im16-223.png
data/testdata/test1/imgs/16/im16-224.png,data/testdata/test1/masks/16/im16-224.png
data/testdata/test1/imgs/16/im16-225.png,data/testdata/test1/masks/16/im16-225.png
data/testdata/test1/imgs/16/im16-226.png,data/testdata/test1/masks/16/im16-226.png
data/testdata/test1/imgs/16/im16-227.png,data/testdata/test1/masks/16/im16-227.png
data/testdata/test1/imgs/16/im16-228.png,data/testdata/test1/masks/16/im16-228.png
data/testdata/test1/imgs/16/im16-229.png,data/testdata/test1/masks/16/im16-229.png
data/testdata/test1/imgs/16/im16-23.png,data/testdata/test1/masks/16/im16-23.png
data/testdata/test1/imgs/16/im16-230.png,data/testdata/test1/masks/16/im16-230.png
data/testdata/test1/imgs/16/im16-231.png,data/testdata/test1/masks/16/im16-231.png
data/testdata/test1/imgs/16/im16-232.png,data/testdata/test1/masks/16/im16-232.png
data/testdata/test1/imgs/16/im16-233.png,data/testdata/test1/masks/16/im16-233.png
data/testdata/test1/imgs/16/im16-234.png,data/testdata/test1/masks/16/im16-234.png
data/testdata/test1/imgs/16/im16-235.png,data/testdata/test1/masks/16/im16-235.png
data/testdata/test1/imgs/16/im16-236.png,data/testdata/test1/masks/16/im16-236.png
data/testdata/test1/imgs/16/im16-237.png,data/testdata/test1/masks/16/im16-237.png
data/testdata/test1/imgs/16/im16-238.png,data/testdata/test1/masks/16/im16-238.png
data/testdata/test1/imgs/16/im16-239.png,data/testdata/test1/masks/16/im16-239.png
data/testdata/test1/imgs/16/im16-24.png,data/testdata/test1/masks/16/im16-24.png
data/testdata/test1/imgs/16/im16-240.png,data/testdata/test1/masks/16/im16-240.png
data/testdata/test1/imgs/16/im16-241.png,data/testdata/test1/masks/16/im16-241.png
data/testdata/test1/imgs/16/im16-242.png,data/testdata/test1/masks/16/im16-242.png
data/testdata/test1/imgs/16/im16-243.png,data/testdata/test1/masks/16/im16-243.png
data/testdata/test1/imgs/16/im16-244.png,data/testdata/test1/masks/16/im16-244.png
data/testdata/test1/imgs/16/im16-245.png,data/testdata/test1/masks/16/im16-245.png
data/testdata/test1/imgs/16/im16-246.png,data/testdata/test1/masks/16/im16-246.png
data/testdata/test1/imgs/16/im16-247.png,data/testdata/test1/masks/16/im16-247.png
data/testdata/test1/imgs/16/im16-248.png,data/testdata/test1/masks/16/im16-248.png
data/testdata/test1/imgs/16/im16-249.png,data/testdata/test1/masks/16/im16-249.png
data/testdata/test1/imgs/16/im16-25.png,data/testdata/test1/masks/16/im16-25.png
data/testdata/test1/imgs/16/im16-250.png,data/testdata/test1/masks/16/im16-250.png
data/testdata/test1/imgs/16/im16-251.png,data/testdata/test1/masks/16/im16-251.png
data/testdata/test1/imgs/16/im16-252.png,data/testdata/test1/masks/16/im16-252.png
data/testdata/test1/imgs/16/im16-253.png,data/testdata/test1/masks/16/im16-253.png
data/testdata/test1/imgs/16/im16-254.png,data/testdata/test1/masks/16/im16-254.png
data/testdata/test1/imgs/16/im16-26.png,data/testdata/test1/masks/16/im16-26.png
data/testdata/test1/imgs/16/im16-27.png,data/testdata/test1/masks/16/im16-27.png
data/testdata/test1/imgs/16/im16-28.png,data/testdata/test1/masks/16/im16-28.png
data/testdata/test1/imgs/16/im16-29.png,data/testdata/test1/masks/16/im16-29.png
data/testdata/test1/imgs/16/im16-3.png,data/testdata/test1/masks/16/im16-3.png
data/testdata/test1/imgs/16/im16-30.png,data/testdata/test1/masks/16/im16-30.png
data/testdata/test1/imgs/16/im16-31.png,data/testdata/test1/masks/16/im16-31.png
data/testdata/test1/imgs/16/im16-32.png,data/testdata/test1/masks/16/im16-32.png
data/testdata/test1/imgs/16/im16-33.png,data/testdata/test1/masks/16/im16-33.png
data/testdata/test1/imgs/16/im16-34.png,data/testdata/test1/masks/16/im16-34.png
data/testdata/test1/imgs/16/im16-35.png,data/testdata/test1/masks/16/im16-35.png
data/testdata/test1/imgs/16/im16-36.png,data/testdata/test1/masks/16/im16-36.png
data/testdata/test1/imgs/16/im16-37.png,data/testdata/test1/masks/16/im16-37.png
data/testdata/test1/imgs/16/im16-38.png,data/testdata/test1/masks/16/im16-38.png
data/testdata/test1/imgs/16/im16-39.png,data/testdata/test1/masks/16/im16-39.png
data/testdata/test1/imgs/16/im16-4.png,data/testdata/test1/masks/16/im16-4.png
data/testdata/test1/imgs/16/im16-40.png,data/testdata/test1/masks/16/im16-40.png
data/testdata/test1/imgs/16/im16-41.png,data/testdata/test1/masks/16/im16-41.png
data/testdata/test1/imgs/16/im16-42.png,data/testdata/test1/masks/16/im16-42.png
data/testdata/test1/imgs/16/im16-43.png,data/testdata/test1/masks/16/im16-43.png
data/testdata/test1/imgs/16/im16-44.png,data/testdata/test1/masks/16/im16-44.png
data/testdata/test1/imgs/16/im16-45.png,data/testdata/test1/masks/16/im16-45.png
data/testdata/test1/imgs/16/im16-46.png,data/testdata/test1/masks/16/im16-46.png
data/testdata/test1/imgs/16/im16-47.png,data/testdata/test1/masks/16/im16-47.png
data/testdata/test1/imgs/16/im16-48.png,data/testdata/test1/masks/16/im16-48.png
data/testdata/test1/imgs/16/im16-49.png,data/testdata/test1/masks/16/im16-49.png
data/testdata/test1/imgs/16/im16-5.png,data/testdata/test1/masks/16/im16-5.png
data/testdata/test1/imgs/16/im16-50.png,data/testdata/test1/masks/16/im16-50.png
data/testdata/test1/imgs/16/im16-51.png,data/testdata/test1/masks/16/im16-51.png
data/testdata/test1/imgs/16/im16-52.png,data/testdata/test1/masks/16/im16-52.png
data/testdata/test1/imgs/16/im16-53.png,data/testdata/test1/masks/16/im16-53.png
data/testdata/test1/imgs/16/im16-54.png,data/testdata/test1/masks/16/im16-54.png
data/testdata/test1/imgs/16/im16-55.png,data/testdata/test1/masks/16/im16-55.png
data/testdata/test1/imgs/16/im16-56.png,data/testdata/test1/masks/16/im16-56.png
data/testdata/test1/imgs/16/im16-57.png,data/testdata/test1/masks/16/im16-57.png
data/testdata/test1/imgs/16/im16-58.png,data/testdata/test1/masks/16/im16-58.png
data/testdata/test1/imgs/16/im16-59.png,data/testdata/test1/masks/16/im16-59.png
data/testdata/test1/imgs/16/im16-6.png,data/testdata/test1/masks/16/im16-6.png
data/testdata/test1/imgs/16/im16-60.png,data/testdata/test1/masks/16/im16-60.png
data/testdata/test1/imgs/16/im16-61.png,data/testdata/test1/masks/16/im16-61.png
data/testdata/test1/imgs/16/im16-62.png,data/testdata/test1/masks/16/im16-62.png
data/testdata/test1/imgs/16/im16-63.png,data/testdata/test1/masks/16/im16-63.png
data/testdata/test1/imgs/16/im16-64.png,data/testdata/test1/masks/16/im16-64.png
data/testdata/test1/imgs/16/im16-65.png,data/testdata/test1/masks/16/im16-65.png
data/testdata/test1/imgs/16/im16-66.png,data/testdata/test1/masks/16/im16-66.png
data/testdata/test1/imgs/16/im16-67.png,data/testdata/test1/masks/16/im16-67.png
data/testdata/test1/imgs/16/im16-68.png,data/testdata/test1/masks/16/im16-68.png
data/testdata/test1/imgs/16/im16-69.png,data/testdata/test1/masks/16/im16-69.png
data/testdata/test1/imgs/16/im16-7.png,data/testdata/test1/masks/16/im16-7.png
data/testdata/test1/imgs/16/im16-70.png,data/testdata/test1/masks/16/im16-70.png
data/testdata/test1/imgs/16/im16-71.png,data/testdata/test1/masks/16/im16-71.png
data/testdata/test1/imgs/16/im16-72.png,data/testdata/test1/masks/16/im16-72.png
data/testdata/test1/imgs/16/im16-73.png,data/testdata/test1/masks/16/im16-73.png
data/testdata/test1/imgs/16/im16-74.png,data/testdata/test1/masks/16/im16-74.png
data/testdata/test1/imgs/16/im16-75.png,data/testdata/test1/masks/16/im16-75.png
data/testdata/test1/imgs/16/im16-76.png,data/testdata/test1/masks/16/im16-76.png
data/testdata/test1/imgs/16/im16-77.png,data/testdata/test1/masks/16/im16-77.png
data/testdata/test1/imgs/16/im16-78.png,data/testdata/test1/masks/16/im16-78.png
data/testdata/test1/imgs/16/im16-79.png,data/testdata/test1/masks/16/im16-79.png
data/testdata/test1/imgs/16/im16-8.png,data/testdata/test1/masks/16/im16-8.png
data/testdata/test1/imgs/16/im16-80.png,data/testdata/test1/masks/16/im16-80.png
data/testdata/test1/imgs/16/im16-81.png,data/testdata/test1/masks/16/im16-81.png
data/testdata/test1/imgs/16/im16-82.png,data/testdata/test1/masks/16/im16-82.png
data/testdata/test1/imgs/16/im16-83.png,data/testdata/test1/masks/16/im16-83.png
data/testdata/test1/imgs/16/im16-84.png,data/testdata/test1/masks/16/im16-84.png
data/testdata/test1/imgs/16/im16-85.png,data/testdata/test1/masks/16/im16-85.png
data/testdata/test1/imgs/16/im16-86.png,data/testdata/test1/masks/16/im16-86.png
data/testdata/test1/imgs/16/im16-87.png,data/testdata/test1/masks/16/im16-87.png
data/testdata/test1/imgs/16/im16-88.png,data/testdata/test1/masks/16/im16-88.png
data/testdata/test1/imgs/16/im16-89.png,data/testdata/test1/masks/16/im16-89.png
data/testdata/test1/imgs/16/im16-9.png,data/testdata/test1/masks/16/im16-9.png
data/testdata/test1/imgs/16/im16-90.png,data/testdata/test1/masks/16/im16-90.png
data/testdata/test1/imgs/16/im16-91.png,data/testdata/test1/masks/16/im16-91.png
data/testdata/test1/imgs/16/im16-92.png,data/testdata/test1/masks/16/im16-92.png
data/testdata/test1/imgs/16/im16-93.png,data/testdata/test1/masks/16/im16-93.png
data/testdata/test1/imgs/16/im16-94.png,data/testdata/test1/masks/16/im16-94.png
data/testdata/test1/imgs/16/im16-95.png,data/testdata/test1/masks/16/im16-95.png
data/testdata/test1/imgs/16/im16-96.png,data/testdata/test1/masks/16/im16-96.png
data/testdata/test1/imgs/16/im16-97.png,data/testdata/test1/masks/16/im16-97.png
data/testdata/test1/imgs/16/im16-98.png,data/testdata/test1/masks/16/im16-98.png
data/testdata/test1/imgs/16/im16-99.png,data/testdata/test1/masks/16/im16-99.png
data/testdata/test1/imgs/23/im23-0.png,data/testdata/test1/masks/23/im23-0.png
data/testdata/test1/imgs/23/im23-1.png,data/testdata/test1/masks/23/im23-1.png
data/testdata/test1/imgs/23/im23-10.png,data/testdata/test1/masks/23/im23-10.png
data/testdata/test1/imgs/23/im23-100.png,data/testdata/test1/masks/23/im23-100.png
data/testdata/test1/imgs/23/im23-101.png,data/testdata/test1/masks/23/im23-101.png
data/testdata/test1/imgs/23/im23-102.png,data/testdata/test1/masks/23/im23-102.png
data/testdata/test1/imgs/23/im23-103.png,data/testdata/test1/masks/23/im23-103.png
data/testdata/test1/imgs/23/im23-104.png,data/testdata/test1/masks/23/im23-104.png
data/testdata/test1/imgs/23/im23-105.png,data/testdata/test1/masks/23/im23-105.png
data/testdata/test1/imgs/23/im23-106.png,data/testdata/test1/masks/23/im23-106.png
data/testdata/test1/imgs/23/im23-107.png,data/testdata/test1/masks/23/im23-107.png
data/testdata/test1/imgs/23/im23-108.png,data/testdata/test1/masks/23/im23-108.png
data/testdata/test1/imgs/23/im23-109.png,data/testdata/test1/masks/23/im23-109.png
data/testdata/test1/imgs/23/im23-11.png,data/testdata/test1/masks/23/im23-11.png
data/testdata/test1/imgs/23/im23-110.png,data/testdata/test1/masks/23/im23-110.png
data/testdata/test1/imgs/23/im23-111.png,data/testdata/test1/masks/23/im23-111.png
data/testdata/test1/imgs/23/im23-112.png,data/testdata/test1/masks/23/im23-112.png
data/testdata/test1/imgs/23/im23-113.png,data/testdata/test1/masks/23/im23-113.png
data/testdata/test1/imgs/23/im23-114.png,data/testdata/test1/masks/23/im23-114.png
data/testdata/test1/imgs/23/im23-115.png,data/testdata/test1/masks/23/im23-115.png
data/testdata/test1/imgs/23/im23-116.png,data/testdata/test1/masks/23/im23-116.png
data/testdata/test1/imgs/23/im23-117.png,data/testdata/test1/masks/23/im23-117.png
data/testdata/test1/imgs/23/im23-118.png,data/testdata/test1/masks/23/im23-118.png
data/testdata/test1/imgs/23/im23-119.png,data/testdata/test1/masks/23/im23-119.png
data/testdata/test1/imgs/23/im23-12.png,data/testdata/test1/masks/23/im23-12.png
data/testdata/test1/imgs/23/im23-120.png,data/testdata/test1/masks/23/im23-120.png
data/testdata/test1/imgs/23/im23-121.png,data/testdata/test1/masks/23/im23-121.png
data/testdata/test1/imgs/23/im23-122.png,data/testdata/test1/masks/23/im23-122.png
data/testdata/test1/imgs/23/im23-123.png,data/testdata/test1/masks/23/im23-123.png
data/testdata/test1/imgs/23/im23-124.png,data/testdata/test1/masks/23/im23-124.png
data/testdata/test1/imgs/23/im23-125.png,data/testdata/test1/masks/23/im23-125.png
data/testdata/test1/imgs/23/im23-126.png,data/testdata/test1/masks/23/im23-126.png
data/testdata/test1/imgs/23/im23-127.png,data/testdata/test1/masks/23/im23-127.png
data/testdata/test1/imgs/23/im23-128.png,data/testdata/test1/masks/23/im23-128.png
data/testdata/test1/imgs/23/im23-129.png,data/testdata/test1/masks/23/im23-129.png
data/testdata/test1/imgs/23/im23-13.png,data/testdata/test1/masks/23/im23-13.png
data/testdata/test1/imgs/23/im23-130.png,data/testdata/test1/masks/23/im23-130.png
data/testdata/test1/imgs/23/im23-131.png,data/testdata/test1/masks/23/im23-131.png
data/testdata/test1/imgs/23/im23-132.png,data/testdata/test1/masks/23/im23-132.png
data/testdata/test1/imgs/23/im23-133.png,data/testdata/test1/masks/23/im23-133.png
data/testdata/test1/imgs/23/im23-134.png,data/testdata/test1/masks/23/im23-134.png
data/testdata/test1/imgs/23/im23-135.png,data/testdata/test1/masks/23/im23-135.png
data/testdata/test1/imgs/23/im23-136.png,data/testdata/test1/masks/23/im23-136.png
data/testdata/test1/imgs/23/im23-137.png,data/testdata/test1/masks/23/im23-137.png
data/testdata/test1/imgs/23/im23-138.png,data/testdata/test1/masks/23/im23-138.png
data/testdata/test1/imgs/23/im23-139.png,data/testdata/test1/masks/23/im23-139.png
data/testdata/test1/imgs/23/im23-14.png,data/testdata/test1/masks/23/im23-14.png
data/testdata/test1/imgs/23/im23-140.png,data/testdata/test1/masks/23/im23-140.png
data/testdata/test1/imgs/23/im23-141.png,data/testdata/test1/masks/23/im23-141.png
data/testdata/test1/imgs/23/im23-142.png,data/testdata/test1/masks/23/im23-142.png
data/testdata/test1/imgs/23/im23-143.png,data/testdata/test1/masks/23/im23-143.png
data/testdata/test1/imgs/23/im23-144.png,data/testdata/test1/masks/23/im23-144.png
data/testdata/test1/imgs/23/im23-145.png,data/testdata/test1/masks/23/im23-145.png
data/testdata/test1/imgs/23/im23-146.png,data/testdata/test1/masks/23/im23-146.png
data/testdata/test1/imgs/23/im23-147.png,data/testdata/test1/masks/23/im23-147.png
data/testdata/test1/imgs/23/im23-148.png,data/testdata/test1/masks/23/im23-148.png
data/testdata/test1/imgs/23/im23-149.png,data/testdata/test1/masks/23/im23-149.png
data/testdata/test1/imgs/23/im23-15.png,data/testdata/test1/masks/23/im23-15.png
data/testdata/test1/imgs/23/im23-150.png,data/testdata/test1/masks/23/im23-150.png
data/testdata/test1/imgs/23/im23-151.png,data/testdata/test1/masks/23/im23-151.png
data/testdata/test1/imgs/23/im23-152.png,data/testdata/test1/masks/23/im23-152.png
data/testdata/test1/imgs/23/im23-153.png,data/testdata/test1/masks/23/im23-153.png
data/testdata/test1/imgs/23/im23-154.png,data/testdata/test1/masks/23/im23-154.png
data/testdata/test1/imgs/23/im23-155.png,data/testdata/test1/masks/23/im23-155.png
data/testdata/test1/imgs/23/im23-156.png,data/testdata/test1/masks/23/im23-156.png
data/testdata/test1/imgs/23/im23-157.png,data/testdata/test1/masks/23/im23-157.png
data/testdata/test1/imgs/23/im23-158.png,data/testdata/test1/masks/23/im23-158.png
data/testdata/test1/imgs/23/im23-159.png,data/testdata/test1/masks/23/im23-159.png
data/testdata/test1/imgs/23/im23-16.png,data/testdata/test1/masks/23/im23-16.png
data/testdata/test1/imgs/23/im23-160.png,data/testdata/test1/masks/23/im23-160.png
