image,label
data/testpatches/test1cortes/imgs/16/im16-102-6.png,data/testpatches/test1cortes/masks/16/im16-102-6.png
data/testpatches/test1cortes/imgs/16/im16-102-7.png,data/testpatches/test1cortes/masks/16/im16-102-7.png
data/testpatches/test1cortes/imgs/16/im16-102-8.png,data/testpatches/test1cortes/masks/16/im16-102-8.png
data/testpatches/test1cortes/imgs/16/im16-103-0.png,data/testpatches/test1cortes/masks/16/im16-103-0.png
data/testpatches/test1cortes/imgs/16/im16-103-1.png,data/testpatches/test1cortes/masks/16/im16-103-1.png
data/testpatches/test1cortes/imgs/16/im16-103-2.png,data/testpatches/test1cortes/masks/16/im16-103-2.png
data/testpatches/test1cortes/imgs/16/im16-103-3.png,data/testpatches/test1cortes/masks/16/im16-103-3.png
data/testpatches/test1cortes/imgs/16/im16-103-4.png,data/testpatches/test1cortes/masks/16/im16-103-4.png
data/testpatches/test1cortes/imgs/16/im16-103-5.png,data/testpatches/test1cortes/masks/16/im16-103-5.png
data/testpatches/test1cortes/imgs/16/im16-103-6.png,data/testpatches/test1cortes/masks/16/im16-103-6.png
data/testpatches/test1cortes/imgs/16/im16-103-7.png,data/testpatches/test1cortes/masks/16/im16-103-7.png
data/testpatches/test1cortes/imgs/16/im16-103-8.png,data/testpatches/test1cortes/masks/16/im16-103-8.png
data/testpatches/test1cortes/imgs/16/im16-104-0.png,data/testpatches/test1cortes/masks/16/im16-104-0.png
data/testpatches/test1cortes/imgs/16/im16-104-1.png,data/testpatches/test1cortes/masks/16/im16-104-1.png
data/testpatches/test1cortes/imgs/16/im16-104-2.png,data/testpatches/test1cortes/masks/16/im16-104-2.png
data/testpatches/test1cortes/imgs/16/im16-104-3.png,data/testpatches/test1cortes/masks/16/im16-104-3.png
data/testpatches/test1cortes/imgs/16/im16-104-4.png,data/testpatches/test1cortes/masks/16/im16-104-4.png
data/testpatches/test1cortes/imgs/16/im16-104-5.png,data/testpatches/test1cortes/masks/16/im16-104-5.png
data/testpatches/test1cortes/imgs/16/im16-104-6.png,data/testpatches/test1cortes/masks/16/im16-104-6.png
data/testpatches/test1cortes/imgs/16/im16-104-7.png,data/testpatches/test1cortes/masks/16/im16-104-7.png
data/testpatches/test1cortes/imgs/16/im16-104-8.png,data/testpatches/test1cortes/masks/16/im16-104-8.png
data/testpatches/test1cortes/imgs/16/im16-105-0.png,data/testpatches/test1cortes/masks/16/im16-105-0.png
data/testpatches/test1cortes/imgs/16/im16-105-1.png,data/testpatches/test1cortes/masks/16/im16-105-1.png
data/testpatches/test1cortes/imgs/16/im16-105-2.png,data/testpatches/test1cortes/masks/16/im16-105-2.png
data/testpatches/test1cortes/imgs/16/im16-105-3.png,data/testpatches/test1cortes/masks/16/im16-105-3.png
data/testpatches/test1cortes/imgs/16/im16-105-4.png,data/testpatches/test1cortes/masks/16/im16-105-4.png
data/testpatches/test1cortes/imgs/16/im16-105-5.png,data/testpatches/test1cortes/masks/16/im16-105-5.png
data/testpatches/test1cortes/imgs/16/im16-105-6.png,data/testpatches/test1cortes/masks/16/im16-105-6.png
data/testpatches/test1cortes/imgs/16/im16-105-7.png,data/testpatches/test1cortes/masks/16/im16-105-7.png
data/testpatches/test1cortes/imgs/16/im16-105-8.png,data/testpatches/test1cortes/masks/16/im16-105-8.png
data/testpatches/test1cortes/imgs/16/im16-106-0.png,data/testpatches/test1cortes/masks/16/im16-106-0.png
data/testpatches/test1cortes/imgs/16/im16-106-1.png,data/testpatches/test1cortes/masks/16/im16-106-1.png
data/testpatches/test1cortes/imgs/16/im16-106-2.png,data/testpatches/test1cortes/masks/16/im16-106-2.png
data/testpatches/test1cortes/imgs/16/im16-106-3.png,data/testpatches/test1cortes/masks/16/im16-106-3.png
data/testpatches/test1cortes/imgs/16/im16-106-4.png,data/testpatches/test1cortes/masks/16/im16-106-4.png
data/testpatches/test1cortes/imgs/16/im16-106-5.png,data/testpatches/test1cortes/masks/16/im16-106-5.png
data/testpatches/test1cortes/imgs/16/im16-106-6.png,data/testpatches/test1cortes/masks/16/im16-106-6.png
data/testpatches/test1cortes/imgs/16/im16-106-7.png,data/testpatches/test1cortes/masks/16/im16-106-7.png
data/testpatches/test1cortes/imgs/16/im16-106-8.png,data/testpatches/test1cortes/masks/16/im16-106-8.png
data/testpatches/test1cortes/imgs/16/im16-107-0.png,data/testpatches/test1cortes/masks/16/im16-107-0.png
data/testpatches/test1cortes/imgs/16/im16-107-1.png,data/testpatches/test1cortes/masks/16/im16-107-1.png
data/testpatches/test1cortes/imgs/16/im16-107-2.png,data/testpatches/test1cortes/masks/16/im16-107-2.png
data/testpatches/test1cortes/imgs/16/im16-107-3.png,data/testpatches/test1cortes/masks/16/im16-107-3.png
data/testpatches/test1cortes/imgs/16/im16-107-4.png,data/testpatches/test1cortes/masks/16/im16-107-4.png
data/testpatches/test1cortes/imgs/16/im16-107-5.png,data/testpatches/test1cortes/masks/16/im16-107-5.png
data/testpatches/test1cortes/imgs/16/im16-107-6.png,data/testpatches/test1cortes/masks/16/im16-107-6.png
data/testpatches/test1cortes/imgs/16/im16-107-7.png,data/testpatches/test1cortes/masks/16/im16-107-7.png
data/testpatches/test1cortes/imgs/16/im16-107-8.png,data/testpatches/test1cortes/masks/16/im16-107-8.png
data/testpatches/test1cortes/imgs/16/im16-108-0.png,data/testpatches/test1cortes/masks/16/im16-108-0.png
data/testpatches/test1cortes/imgs/16/im16-108-1.png,data/testpatches/test1cortes/masks/16/im16-108-1.png
data/testpatches/test1cortes/imgs/16/im16-108-2.png,data/testpatches/test1cortes/masks/16/im16-108-2.png
data/testpatches/test1cortes/imgs/16/im16-108-3.png,data/testpatches/test1cortes/masks/16/im16-108-3.png
data/testpatches/test1cortes/imgs/16/im16-108-4.png,data/testpatches/test1cortes/masks/16/im16-108-4.png
data/testpatches/test1cortes/imgs/16/im16-108-5.png,data/testpatches/test1cortes/masks/16/im16-108-5.png
data/testpatches/test1cortes/imgs/16/im16-108-6.png,data/testpatches/test1cortes/masks/16/im16-108-6.png
data/testpatches/test1cortes/imgs/16/im16-108-7.png,data/testpatches/test1cortes/masks/16/im16-108-7.png
data/testpatches/test1cortes/imgs/16/im16-108-8.png,data/testpatches/test1cortes/masks/16/im16-108-8.png
data/testpatches/test1cortes/imgs/16/im16-109-0.png,data/testpatches/test1cortes/masks/16/im16-109-0.png
data/testpatches/test1cortes/imgs/16/im16-109-1.png,data/testpatches/test1cortes/masks/16/im16-109-1.png
data/testpatches/test1cortes/imgs/16/im16-109-2.png,data/testpatches/test1cortes/masks/16/im16-109-2.png
data/testpatches/test1cortes/imgs/16/im16-109-3.png,data/testpatches/test1cortes/masks/16/im16-109-3.png
data/testpatches/test1cortes/imgs/16/im16-109-4.png,data/testpatches/test1cortes/masks/16/im16-109-4.png
data/testpatches/test1cortes/imgs/16/im16-109-5.png,data/testpatches/test1cortes/masks/16/im16-109-5.png
data/testpatches/test1cortes/imgs/16/im16-109-6.png,data/testpatches/test1cortes/masks/16/im16-109-6.png
data/testpatches/test1cortes/imgs/16/im16-109-7.png,data/testpatches/test1cortes/masks/16/im16-109-7.png
data/testpatches/test1cortes/imgs/16/im16-109-8.png,data/testpatches/test1cortes/masks/16/im16-109-8.png
data/testpatches/test1cortes/imgs/16/im16-11-0.png,data/testpatches/test1cortes/masks/16/im16-11-0.png
data/testpatches/test1cortes/imgs/16/im16-11-1.png,data/testpatches/test1cortes/masks/16/im16-11-1.png
data/testpatches/test1cortes/imgs/16/im16-11-2.png,data/testpatches/test1cortes/masks/16/im16-11-2.png
data/testpatches/test1cortes/imgs/16/im16-11-3.png,data/testpatches/test1cortes/masks/16/im16-11-3.png
data/testpatches/test1cortes/imgs/16/im16-11-4.png,data/testpatches/test1cortes/masks/16/im16-11-4.png
data/testpatches/test1cortes/imgs/16/im16-11-5.png,data/testpatches/test1cortes/masks/16/im16-11-5.png
data/testpatches/test1cortes/imgs/16/im16-11-6.png,data/testpatches/test1cortes/masks/16/im16-11-6.png
data/testpatches/test1cortes/imgs/16/im16-11-7.png,data/testpatches/test1cortes/masks/16/im16-11-7.png
data/testpatches/test1cortes/imgs/16/im16-11-8.png,data/testpatches/test1cortes/masks/16/im16-11-8.png
data/testpatches/test1cortes/imgs/16/im16-110-0.png,data/testpatches/test1cortes/masks/16/im16-110-0.png
data/testpatches/test1cortes/imgs/16/im16-110-1.png,data/testpatches/test1cortes/masks/16/im16-110-1.png
data/testpatches/test1cortes/imgs/16/im16-110-2.png,data/testpatches/test1cortes/masks/16/im16-110-2.png
data/testpatches/test1cortes/imgs/16/im16-110-3.png,data/testpatches/test1cortes/masks/16/im16-110-3.png
data/testpatches/test1cortes/imgs/16/im16-110-4.png,data/testpatches/test1cortes/masks/16/im16-110-4.png
data/testpatches/test1cortes/imgs/16/im16-110-5.png,data/testpatches/test1cortes/masks/16/im16-110-5.png
data/testpatches/test1cortes/imgs/16/im16-110-6.png,data/testpatches/test1cortes/masks/16/im16-110-6.png
data/testpatches/test1cortes/imgs/16/im16-110-7.png,data/testpatches/test1cortes/masks/16/im16-110-7.png
data/testpatches/test1cortes/imgs/16/im16-110-8.png,data/testpatches/test1cortes/masks/16/im16-110-8.png
data/testpatches/test1cortes/imgs/16/im16-111-0.png,data/testpatches/test1cortes/masks/16/im16-111-0.png
data/testpatches/test1cortes/imgs/16/im16-111-1.png,data/testpatches/test1cortes/masks/16/im16-111-1.png
data/testpatches/test1cortes/imgs/16/im16-111-2.png,data/testpatches/test1cortes/masks/16/im16-111-2.png
data/testpatches/test1cortes/imgs/16/im16-111-3.png,data/testpatches/test1cortes/masks/16/im16-111-3.png
data/testpatches/test1cortes/imgs/16/im16-111-4.png,data/testpatches/test1cortes/masks/16/im16-111-4.png
data/testpatches/test1cortes/imgs/16/im16-111-5.png,data/testpatches/test1cortes/masks/16/im16-111-5.png
data/testpatches/test1cortes/imgs/16/im16-111-6.png,data/testpatches/test1cortes/masks/16/im16-111-6.png
data/testpatches/test1cortes/imgs/16/im16-111-7.png,data/testpatches/test1cortes/masks/16/im16-111-7.png
data/testpatches/test1cortes/imgs/16/im16-111-8.png,data/testpatches/test1cortes/masks/16/im16-111-8.png
data/testpatches/test1cortes/imgs/16/im16-112-0.png,data/testpatches/test1cortes/masks/16/im16-112-0.png
data/testpatches/test1cortes/imgs/16/im16-112-1.png,data/testpatches/test1cortes/masks/16/im16-112-1.png
data/testpatches/test1cortes/imgs/16/im16-112-2.png,data/testpatches/test1cortes/masks/16/im16-112-2.png
data/testpatches/test1cortes/imgs/16/im16-112-3.png,data/testpatches/test1cortes/masks/16/im16-112-3.png
data/testpatches/test1cortes/imgs/16/im16-112-4.png,data/testpatches/test1cortes/masks/16/im16-112-4.png
data/testpatches/test1cortes/imgs/16/im16-112-5.png,data/testpatches/test1cortes/masks/16/im16-112-5.png
data/testpatches/test1cortes/imgs/16/im16-112-6.png,data/testpatches/test1cortes/masks/16/im16-112-6.png
data/testpatches/test1cortes/imgs/16/im16-112-7.png,data/testpatches/test1cortes/masks/16/im16-112-7.png
data/testpatches/test1cortes/imgs/16/im16-112-8.png,data/testpatches/test1cortes/masks/16/im16-112-8.png
data/testpatches/test1cortes/imgs/16/im16-113-0.png,data/testpatches/test1cortes/masks/16/im16-113-0.png
data/testpatches/test1cortes/imgs/16/im16-113-1.png,data/testpatches/test1cortes/masks/16/im16-113-1.png
data/testpatches/test1cortes/imgs/16/im16-113-2.png,data/testpatches/test1cortes/masks/16/im16-113-2.png
data/testpatches/test1cortes/imgs/16/im16-113-3.png,data/testpatches/test1cortes/masks/16/im16-113-3.png
data/testpatches/test1cortes/imgs/16/im16-113-4.png,data/testpatches/test1cortes/masks/16/im16-113-4.png
data/testpatches/test1cortes/imgs/16/im16-113-5.png,data/testpatches/test1cortes/masks/16/im16-113-5.png
data/testpatches/test1cortes/imgs/16/im16-113-6.png,data/testpatches/test1cortes/masks/16/im16-113-6.png
data/testpatches/test1cortes/imgs/16/im16-113-7.png,data/testpatches/test1cortes/masks/16/im16-113-7.png
data/testpatches/test1cortes/imgs/16/im16-113-8.png,data/testpatches/test1cortes/masks/16/im16-113-8.png
data/testpatches/test1cortes/imgs/16/im16-114-0.png,data/testpatches/test1cortes/masks/16/im16-114-0.png
data/testpatches/test1cortes/imgs/16/im16-114-1.png,data/testpatches/test1cortes/masks/16/im16-114-1.png
data/testpatches/test1cortes/imgs/16/im16-114-2.png,data/testpatches/test1cortes/masks/16/im16-114-2.png
data/testpatches/test1cortes/imgs/16/im16-114-3.png,data/testpatches/test1cortes/masks/16/im16-114-3.png
data/testpatches/test1cortes/imgs/16/im16-114-4.png,data/testpatches/test1cortes/masks/16/im16-114-4.png
data/testpatches/test1cortes/imgs/16/im16-114-5.png,data/testpatches/test1cortes/masks/16/im16-114-5.png
data/testpatches/test1cortes/imgs/16/im16-114-6.png,data/testpatches/test1cortes/masks/16/im16-114-6.png
data/testpatches/test1cortes/imgs/16/im16-114-7.png,data/testpatches/test1cortes/masks/16/im16-114-7.png
data/testpatches/test1cortes/imgs/16/im16-114-8.png,data/testpatches/test1cortes/masks/16/im16-114-8.png
data/testpatches/test1cortes/imgs/16/im16-115-0.png,data/testpatches/test1cortes/masks/16/im16-115-0.png
data/testpatches/test1cortes/imgs/16/im16-115-1.png,data/testpatches/test1cortes/masks/16/im16-115-1.png
data/testpatches/test1cortes/imgs/16/im16-115-2.png,data/testpatches/test1cortes/masks/16/im16-115-2.png
data/testpatches/test1cortes/imgs/16/im16-115-3.png,data/testpatches/test1cortes/masks/16/im16-115-3.png
data/testpatches/test1cortes/imgs/16/im16-115-4.png,data/testpatches/test1cortes/masks/16/im16-115-4.png
data/testpatches/test1cortes/imgs/16/im16-115-5.png,data/testpatches/test1cortes/masks/16/im16-115-5.png
data/testpatches/test1cortes/imgs/16/im16-115-6.png,data/testpatches/test1cortes/masks/16/im16-115-6.png
data/testpatches/test1cortes/imgs/16/im16-115-7.png,data/testpatches/test1cortes/masks/16/im16-115-7.png
data/testpatches/test1cortes/imgs/16/im16-115-8.png,data/testpatches/test1cortes/masks/16/im16-115-8.png
data/testpatches/test1cortes/imgs/16/im16-116-0.png,data/testpatches/test1cortes/masks/16/im16-116-0.png
data/testpatches/test1cortes/imgs/16/im16-116-1.png,data/testpatches/test1cortes/masks/16/im16-116-1.png
data/testpatches/test1cortes/imgs/16/im16-116-2.png,data/testpatches/test1cortes/masks/16/im16-116-2.png
data/testpatches/test1cortes/imgs/16/im16-116-3.png,data/testpatches/test1cortes/masks/16/im16-116-3.png
data/testpatches/test1cortes/imgs/16/im16-116-4.png,data/testpatches/test1cortes/masks/16/im16-116-4.png
data/testpatches/test1cortes/imgs/16/im16-116-5.png,data/testpatches/test1cortes/masks/16/im16-116-5.png
data/testpatches/test1cortes/imgs/16/im16-116-6.png,data/testpatches/test1cortes/masks/16/im16-116-6.png
data/testpatches/test1cortes/imgs/16/im16-116-7.png,data/testpatches/test1cortes/masks/16/im16-116-7.png
data/testpatches/test1cortes/imgs/16/im16-116-8.png,data/testpatches/test1cortes/masks/16/im16-116-8.png
data/testpatches/test1cortes/imgs/16/im16-117-0.png,data/testpatches/test1cortes/masks/16/im16-117-0.png
data/testpatches/test1cortes/imgs/16/im16-117-1.png,data/testpatches/test1cortes/masks/16/im16-117-1.png
data/testpatches/test1cortes/imgs/16/im16-117-2.png,data/testpatches/test1cortes/masks/16/im16-117-2.png
data/testpatches/test1cortes/imgs/16/im16-117-3.png,data/testpatches/test1cortes/masks/16/im16-117-3.png
data/testpatches/test1cortes/imgs/16/im16-117-4.png,data/testpatches/test1cortes/masks/16/im16-117-4.png
data/testpatches/test1cortes/imgs/16/im16-117-5.png,data/testpatches/test1cortes/masks/16/im16-117-5.png
data/testpatches/test1cortes/imgs/16/im16-117-6.png,data/testpatches/test1cortes/masks/16/im16-117-6.png
data/testpatches/test1cortes/imgs/16/im16-117-7.png,data/testpatches/test1cortes/masks/16/im16-117-7.png
data/testpatches/test1cortes/imgs/16/im16-117-8.png,data/testpatches/test1cortes/masks/16/im16-117-8.png
data/testpatches/test1cortes/imgs/16/im16-118-0.png,data/testpatches/test1cortes/masks/16/im16-118-0.png
data/testpatches/test1cortes/imgs/16/im16-118-1.png,data/testpatches/test1cortes/masks/16/im16-118-1.png
data/testpatches/test1cortes/imgs/16/im16-118-2.png,data/testpatches/test1cortes/masks/16/im16-118-2.png
data/testpatches/test1cortes/imgs/16/im16-118-3.png,data/testpatches/test1cortes/masks/16/im16-118-3.png
data/testpatches/test1cortes/imgs/16/im16-118-4.png,data/testpatches/test1cortes/masks/16/im16-118-4.png
data/testpatches/test1cortes/imgs/16/im16-118-5.png,data/testpatches/test1cortes/masks/16/im16-118-5.png
data/testpatches/test1cortes/imgs/16/im16-118-6.png,data/testpatches/test1cortes/masks/16/im16-118-6.png
data/testpatches/test1cortes/imgs/16/im16-118-7.png,data/testpatches/test1cortes/masks/16/im16-118-7.png
data/testpatches/test1cortes/imgs/16/im16-118-8.png,data/testpatches/test1cortes/masks/16/im16-118-8.png
data/testpatches/test1cortes/imgs/16/im16-119-0.png,data/testpatches/test1cortes/masks/16/im16-119-0.png
data/testpatches/test1cortes/imgs/16/im16-119-1.png,data/testpatches/test1cortes/masks/16/im16-119-1.png
data/testpatches/test1cortes/imgs/16/im16-119-2.png,data/testpatches/test1cortes/masks/16/im16-119-2.png
data/testpatches/test1cortes/imgs/16/im16-119-3.png,data/testpatches/test1cortes/masks/16/im16-119-3.png
data/testpatches/test1cortes/imgs/16/im16-119-4.png,data/testpatches/test1cortes/masks/16/im16-119-4.png
data/testpatches/test1cortes/imgs/16/im16-119-5.png,data/testpatches/test1cortes/masks/16/im16-119-5.png
data/testpatches/test1cortes/imgs/16/im16-119-6.png,data/testpatches/test1cortes/masks/16/im16-119-6.png
data/testpatches/test1cortes/imgs/16/im16-119-7.png,data/testpatches/test1cortes/masks/16/im16-119-7.png
data/testpatches/test1cortes/imgs/16/im16-119-8.png,data/testpatches/test1cortes/masks/16/im16-119-8.png
data/testpatches/test1cortes/imgs/16/im16-12-0.png,data/testpatches/test1cortes/masks/16/im16-12-0.png
data/testpatches/test1cortes/imgs/16/im16-12-1.png,data/testpatches/test1cortes/masks/16/im16-12-1.png
data/testpatches/test1cortes/imgs/16/im16-12-2.png,data/testpatches/test1cortes/masks/16/im16-12-2.png
data/testpatches/test1cortes/imgs/16/im16-12-3.png,data/testpatches/test1cortes/masks/16/im16-12-3.png
data/testpatches/test1cortes/imgs/16/im16-12-4.png,data/testpatches/test1cortes/masks/16/im16-12-4.png
data/testpatches/test1cortes/imgs/16/im16-12-5.png,data/testpatches/test1cortes/masks/16/im16-12-5.png
data/testpatches/test1cortes/imgs/16/im16-12-6.png,data/testpatches/test1cortes/masks/16/im16-12-6.png
data/testpatches/test1cortes/imgs/16/im16-12-7.png,data/testpatches/test1cortes/masks/16/im16-12-7.png
data/testpatches/test1cortes/imgs/16/im16-12-8.png,data/testpatches/test1cortes/masks/16/im16-12-8.png
data/testpatches/test1cortes/imgs/16/im16-120-0.png,data/testpatches/test1cortes/masks/16/im16-120-0.png
data/testpatches/test1cortes/imgs/16/im16-120-1.png,data/testpatches/test1cortes/masks/16/im16-120-1.png
data/testpatches/test1cortes/imgs/16/im16-120-2.png,data/testpatches/test1cortes/masks/16/im16-120-2.png
data/testpatches/test1cortes/imgs/16/im16-120-3.png,data/testpatches/test1cortes/masks/16/im16-120-3.png
data/testpatches/test1cortes/imgs/16/im16-120-4.png,data/testpatches/test1cortes/masks/16/im16-120-4.png
data/testpatches/test1cortes/imgs/16/im16-120-5.png,data/testpatches/test1cortes/masks/16/im16-120-5.png
data/testpatches/test1cortes/imgs/16/im16-120-6.png,data/testpatches/test1cortes/masks/16/im16-120-6.png
data/testpatches/test1cortes/imgs/16/im16-120-7.png,data/testpatches/test1cortes/masks/16/im16-120-7.png
data/testpatches/test1cortes/imgs/16/im16-120-8.png,data/testpatches/test1cortes/masks/16/im16-120-8.png
data/testpatches/test1cortes/imgs/16/im16-121-0.png,data/testpatches/test1cortes/masks/16/im16-121-0.png
data/testpatches/test1cortes/imgs/16/im16-121-1.png,data/testpatches/test1cortes/masks/16/im16-121-1.png
data/testpatches/test1cortes/imgs/16/im16-121-2.png,data/testpatches/test1cortes/masks/16/im16-121-2.png
data/testpatches/test1cortes/imgs/16/im16-121-3.png,data/testpatches/test1cortes/masks/16/im16-121-3.png
data/testpatches/test1cortes/imgs/16/im16-121-4.png,data/testpatches/test1cortes/masks/16/im16-121-4.png
data/testpatches/test1cortes/imgs/16/im16-121-5.png,data/testpatches/test1cortes/masks/16/im16-121-5.png
data/testpatches/test1cortes/imgs/16/im16-121-6.png,data/testpatches/test1cortes/masks/16/im16-121-6.png
data/testpatches/test1cortes/imgs/16/im16-121-7.png,data/testpatches/test1cortes/masks/16/im16-121-7.png
data/testpatches/test1cortes/imgs/16/im16-121-8.png,data/testpatches/test1cortes/masks/16/im16-121-8.png
data/testpatches/test1cortes/imgs/16/im16-122-0.png,data/testpatches/test1cortes/masks/16/im16-122-0.png
data/testpatches/test1cortes/imgs/16/im16-122-1.png,data/testpatches/test1cortes/masks/16/im16-122-1.png
data/testpatches/test1cortes/imgs/16/im16-122-2.png,data/testpatches/test1cortes/masks/16/im16-122-2.png
data/testpatches/test1cortes/imgs/16/im16-122-3.png,data/testpatches/test1cortes/masks/16/im16-122-3.png
data/testpatches/test1cortes/imgs/16/im16-122-4.png,data/testpatches/test1cortes/masks/16/im16-122-4.png
data/testpatches/test1cortes/imgs/16/im16-122-5.png,data/testpatches/test1cortes/masks/16/im16-122-5.png
data/testpatches/test1cortes/imgs/16/im16-122-6.png,data/testpatches/test1cortes/masks/16/im16-122-6.png
data/testpatches/test1cortes/imgs/16/im16-122-7.png,data/testpatches/test1cortes/masks/16/im16-122-7.png
data/testpatches/test1cortes/imgs/16/im16-122-8.png,data/testpatches/test1cortes/masks/16/im16-122-8.png
data/testpatches/test1cortes/imgs/16/im16-123-0.png,data/testpatches/test1cortes/masks/16/im16-123-0.png
data/testpatches/test1cortes/imgs/16/im16-123-1.png,data/testpatches/test1cortes/masks/16/im16-123-1.png
